Team, Player, Attacking, Offensive Awareness, Finishing, Kicking Power, Weak Foot Usage, Weak Foot Acc., LWF, SS, CF, RWF, LMF, DMF, CMF, AMF, RMF, LB, CB, RB, GK, Position, Age, Stronger Foot, Height, Weight, Dribbling, Ball Control, Tight Possession, Balance, Defending, Heading, Jump, Defensive Awareness, Ball Winning, Aggression, Passing, Low Pass, Lofted Pass, Place Kicking, Curl, Physicality, Speed, Acceleration, Physical Contact, Stamina, Form, Injury Resistance, Goalkeeping, GK Awareness, GK Catching, GK Clearing, GK Reflexes, GK Reach
krylya-sovetov, s-ryzhikov, 53.0, 40.0, 45.0, 73.0, 1.0, 2.0, 50.0, 50.0, 46.0, 50.0, 50.0, 54.0, 52.0, 49.0, 50.0, 56.0, 58.0, 56.0, 72.0, 1.0, 39.0, 1.0, 192.0, 92.0, 52.0, 53.0, 45.0, 60.0, 60.0, 70.0, 75.0, 64.0, 45.0, 48.0, 54.0, 61.0, 64.0, 47.0, 45.0, 69.0, 64.0, 58.0, 84.0, 68.0, 4.0, 2.0, 78.0, 84.0, 78.0, 78.0, 75.0, 77.0
krylya-sovetov, e-konyukhov, 50.0, 40.0, 40.0, 71.0, 2.0, 2.0, 47.0, 47.0, 43.0, 47.0, 47.0, 51.0, 48.0, 45.0, 47.0, 52.0, 54.0, 52.0, 68.0, 1.0, 33.0, -1.0, 188.0, 86.0, 43.0, 48.0, 49.0, 54.0, 58.0, 68.0, 78.0, 51.0, 44.0, 50.0, 55.0, 56.0, 63.0, 47.0, 52.0, 66.0, 58.0, 60.0, 83.0, 64.0, 4.0, 2.0, 74.0, 76.0, 72.0, 70.0, 78.0, 75.0
krylya-sovetov, b-ovsyannikov, 49.0, 40.0, 40.0, 67.0, 2.0, 2.0, 47.0, 47.0, 43.0, 47.0, 47.0, 50.0, 49.0, 46.0, 47.0, 52.0, 53.0, 52.0, 63.0, 1.0, 20.0, 1.0, 188.0, 80.0, 46.0, 56.0, 46.0, 56.0, 59.0, 65.0, 69.0, 59.0, 47.0, 56.0, 55.0, 58.0, 60.0, 55.0, 45.0, 63.0, 62.0, 56.0, 73.0, 61.0, 4.0, 2.0, 71.0, 75.0, 70.0, 70.0, 67.0, 72.0
krylya-sovetov, n-chernov, 59.0, 55.0, 49.0, 72.0, 2.0, 3.0, 66.0, 66.0, 62.0, 66.0, 68.0, 72.0, 69.0, 65.0, 68.0, 73.0, 74.0, 73.0, 40.0, 2.0, 23.0, 1.0, 188.0, 79.0, 62.0, 68.0, 58.0, 64.0, 79.0, 75.0, 75.0, 78.0, 81.0, 84.0, 67.0, 76.0, 73.0, 52.0, 65.0, 75.0, 75.0, 71.0, 80.0, 75.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, v-lystsov, 59.0, 52.0, 49.0, 76.0, 2.0, 2.0, 54.0, 54.0, 52.0, 54.0, 53.0, 58.0, 54.0, 52.0, 53.0, 60.0, 65.0, 60.0, 40.0, 2.0, 24.0, 1.0, 194.0, 91.0, 52.0, 55.0, 58.0, 58.0, 75.0, 83.0, 69.0, 72.0, 72.0, 77.0, 62.0, 60.0, 64.0, 65.0, 58.0, 66.0, 61.0, 58.0, 81.0, 64.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, m-karpov, 57.0, 49.0, 50.0, 72.0, 2.0, 2.0, 54.0, 54.0, 51.0, 54.0, 53.0, 57.0, 54.0, 52.0, 53.0, 60.0, 63.0, 60.0, 40.0, 2.0, 24.0, 1.0, 193.0, 90.0, 53.0, 60.0, 58.0, 60.0, 72.0, 75.0, 71.0, 74.0, 71.0, 68.0, 57.0, 64.0, 60.0, 51.0, 52.0, 71.0, 66.0, 64.0, 85.0, 67.0, 3.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, t-burlak, 58.0, 52.0, 52.0, 70.0, 2.0, 2.0, 61.0, 61.0, 59.0, 61.0, 61.0, 66.0, 63.0, 60.0, 61.0, 69.0, 73.0, 69.0, 40.0, 2.0, 29.0, 1.0, 187.0, 87.0, 55.0, 65.0, 58.0, 65.0, 79.0, 81.0, 79.0, 82.0, 77.0, 75.0, 59.0, 67.0, 62.0, 51.0, 55.0, 75.0, 71.0, 68.0, 84.0, 76.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, v-poluyakhtov, 62.0, 62.0, 58.0, 66.0, 2.0, 2.0, 67.0, 66.0, 63.0, 67.0, 67.0, 69.0, 67.0, 66.0, 67.0, 71.0, 68.0, 71.0, 40.0, 2.0, 30.0, 1.0, 185.0, 79.0, 73.0, 68.0, 72.0, 70.0, 72.0, 70.0, 67.0, 72.0, 76.0, 74.0, 65.0, 67.0, 66.0, 62.0, 65.0, 74.0, 73.0, 72.0, 71.0, 78.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, d-kombarov, 67.0, 67.0, 62.0, 71.0, 1.0, 3.0, 74.0, 73.0, 70.0, 74.0, 74.0, 76.0, 74.0, 73.0, 74.0, 76.0, 71.0, 76.0, 40.0, 2.0, 32.0, -1.0, 182.0, 76.0, 72.0, 75.0, 65.0, 68.0, 71.0, 69.0, 71.0, 75.0, 69.0, 70.0, 75.0, 75.0, 77.0, 75.0, 72.0, 75.0, 80.0, 75.0, 65.0, 81.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, a-anyukov, 63.0, 62.0, 51.0, 75.0, 2.0, 3.0, 69.0, 69.0, 65.0, 69.0, 70.0, 72.0, 71.0, 68.0, 70.0, 73.0, 71.0, 73.0, 40.0, 2.0, 37.0, 1.0, 178.0, 67.0, 70.0, 75.0, 67.0, 68.0, 75.0, 73.0, 77.0, 76.0, 75.0, 73.0, 68.0, 75.0, 71.0, 60.0, 67.0, 72.0, 75.0, 72.0, 65.0, 77.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, n-chicherin, 61.0, 62.0, 55.0, 67.0, 2.0, 2.0, 67.0, 66.0, 64.0, 67.0, 67.0, 71.0, 68.0, 66.0, 67.0, 73.0, 74.0, 73.0, 40.0, 2.0, 29.0, 1.0, 188.0, 80.0, 62.0, 68.0, 63.0, 67.0, 78.0, 77.0, 75.0, 80.0, 82.0, 74.0, 68.0, 70.0, 68.0, 64.0, 68.0, 76.0, 75.0, 69.0, 78.0, 80.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, d-yakuba, 63.0, 58.0, 57.0, 75.0, 2.0, 2.0, 64.0, 64.0, 61.0, 64.0, 64.0, 66.0, 65.0, 63.0, 64.0, 68.0, 64.0, 68.0, 40.0, 3.0, 23.0, 1.0, 170.0, 67.0, 61.0, 67.0, 66.0, 71.0, 68.0, 61.0, 70.0, 63.0, 71.0, 77.0, 63.0, 68.0, 65.0, 63.0, 57.0, 73.0, 69.0, 73.0, 68.0, 83.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, s-mijailovic, 65.0, 60.0, 63.0, 73.0, 2.0, 3.0, 68.0, 68.0, 65.0, 68.0, 67.0, 69.0, 68.0, 66.0, 67.0, 71.0, 68.0, 71.0, 40.0, 3.0, 26.0, 1.0, 178.0, 78.0, 67.0, 69.0, 65.0, 69.0, 71.0, 66.0, 73.0, 68.0, 70.0, 76.0, 65.0, 72.0, 67.0, 62.0, 59.0, 76.0, 72.0, 75.0, 74.0, 82.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, a-timofeev, 65.0, 65.0, 59.0, 72.0, 2.0, 2.0, 71.0, 71.0, 68.0, 71.0, 71.0, 73.0, 71.0, 70.0, 71.0, 74.0, 72.0, 74.0, 40.0, 3.0, 25.0, 1.0, 185.0, 73.0, 75.0, 73.0, 71.0, 68.0, 73.0, 74.0, 75.0, 74.0, 71.0, 71.0, 68.0, 73.0, 67.0, 66.0, 65.0, 74.0, 75.0, 77.0, 72.0, 73.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, a-gatcan, 72.0, 67.0, 68.0, 82.0, 4.0, 4.0, 75.0, 75.0, 74.0, 75.0, 74.0, 79.0, 76.0, 75.0, 74.0, 79.0, 78.0, 79.0, 40.0, 4.0, 35.0, 1.0, 186.0, 79.0, 75.0, 79.0, 69.0, 66.0, 80.0, 79.0, 79.0, 75.0, 82.0, 84.0, 72.0, 75.0, 72.0, 66.0, 76.0, 75.0, 72.0, 67.0, 81.0, 78.0, 6.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, p-anton, 71.0, 67.0, 68.0, 77.0, 2.0, 3.0, 72.0, 72.0, 70.0, 72.0, 70.0, 74.0, 72.0, 72.0, 70.0, 73.0, 69.0, 73.0, 40.0, 4.0, 28.0, 1.0, 182.0, 82.0, 70.0, 74.0, 70.0, 69.0, 69.0, 67.0, 72.0, 71.0, 67.0, 66.0, 75.0, 77.0, 75.0, 76.0, 71.0, 72.0, 68.0, 71.0, 75.0, 73.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, d-smirnov, 61.0, 59.0, 56.0, 67.0, 2.0, 2.0, 62.0, 61.0, 58.0, 62.0, 62.0, 62.0, 61.0, 61.0, 62.0, 61.0, 54.0, 61.0, 40.0, 4.0, 18.0, 1.0, 176.0, 67.0, 68.0, 71.0, 73.0, 65.0, 58.0, 60.0, 64.0, 50.0, 54.0, 61.0, 66.0, 70.0, 64.0, 63.0, 67.0, 69.0, 73.0, 75.0, 60.0, 69.0, 3.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, g-kiselev, 66.0, 67.0, 62.0, 68.0, 2.0, 2.0, 64.0, 64.0, 62.0, 64.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 58.0, 63.0, 40.0, 4.0, 20.0, -1.0, 175.0, 63.0, 67.0, 71.0, 72.0, 72.0, 62.0, 63.0, 65.0, 58.0, 58.0, 65.0, 63.0, 69.0, 62.0, 65.0, 56.0, 69.0, 71.0, 73.0, 62.0, 69.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, a-zinkovskiy, 72.0, 72.0, 66.0, 79.0, 2.0, 3.0, 69.0, 69.0, 66.0, 69.0, 68.0, 66.0, 66.0, 67.0, 68.0, 65.0, 55.0, 65.0, 40.0, 6.0, 23.0, 1.0, 175.0, 65.0, 75.0, 73.0, 73.0, 73.0, 53.0, 61.0, 62.0, 47.0, 48.0, 48.0, 67.0, 68.0, 64.0, 72.0, 65.0, 73.0, 77.0, 81.0, 62.0, 72.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, a-terekhov, 71.0, 73.0, 68.0, 73.0, 2.0, 3.0, 67.0, 67.0, 66.0, 67.0, 66.0, 66.0, 65.0, 66.0, 66.0, 66.0, 59.0, 66.0, 40.0, 6.0, 21.0, 1.0, 186.0, 77.0, 71.0, 70.0, 68.0, 70.0, 58.0, 64.0, 67.0, 53.0, 51.0, 57.0, 64.0, 71.0, 62.0, 62.0, 62.0, 74.0, 82.0, 72.0, 68.0, 73.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, d-kabutov, 70.0, 71.0, 67.0, 72.0, 2.0, 2.0, 67.0, 67.0, 65.0, 67.0, 66.0, 64.0, 63.0, 65.0, 66.0, 65.0, 57.0, 65.0, 40.0, 6.0, 27.0, 1.0, 173.0, 67.0, 72.0, 67.0, 70.0, 74.0, 57.0, 60.0, 65.0, 51.0, 53.0, 58.0, 64.0, 65.0, 62.0, 60.0, 69.0, 73.0, 79.0, 81.0, 63.0, 69.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, r-ginsari, 72.0, 70.0, 72.0, 73.0, 3.0, 3.0, 68.0, 67.0, 67.0, 68.0, 66.0, 66.0, 64.0, 66.0, 66.0, 66.0, 58.0, 66.0, 40.0, 5.0, 28.0, 1.0, 182.0, 66.0, 74.0, 73.0, 68.0, 70.0, 58.0, 60.0, 67.0, 54.0, 52.0, 56.0, 65.0, 65.0, 60.0, 64.0, 70.0, 72.0, 74.0, 78.0, 65.0, 72.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, a-sobolev, 78.0, 79.0, 75.0, 79.0, 2.0, 3.0, 72.0, 71.0, 74.0, 72.0, 69.0, 71.0, 68.0, 71.0, 69.0, 69.0, 67.0, 69.0, 40.0, 6.0, 22.0, 1.0, 195.0, 85.0, 73.0, 75.0, 70.0, 68.0, 64.0, 83.0, 75.0, 50.0, 53.0, 59.0, 62.0, 68.0, 58.0, 54.0, 69.0, 75.0, 75.0, 67.0, 84.0, 75.0, 5.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, d-radonjic, 75.0, 76.0, 73.0, 76.0, 3.0, 3.0, 64.0, 64.0, 67.0, 64.0, 61.0, 63.0, 61.0, 63.0, 61.0, 64.0, 61.0, 64.0, 40.0, 6.0, 29.0, 1.0, 190.0, 93.0, 66.0, 64.0, 62.0, 65.0, 60.0, 72.0, 73.0, 53.0, 51.0, 52.0, 62.0, 62.0, 57.0, 68.0, 62.0, 72.0, 69.0, 66.0, 81.0, 70.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, e-golenkov, 72.0, 73.0, 69.0, 73.0, 1.0, 2.0, 60.0, 59.0, 61.0, 60.0, 57.0, 57.0, 56.0, 58.0, 57.0, 57.0, 54.0, 57.0, 40.0, 6.0, 20.0, 1.0, 189.0, 78.0, 66.0, 68.0, 66.0, 60.0, 57.0, 67.0, 64.0, 52.0, 48.0, 55.0, 60.0, 61.0, 55.0, 66.0, 57.0, 68.0, 70.0, 65.0, 68.0, 69.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
krylya-sovetov, m-kanunnikov, 76.0, 79.0, 74.0, 76.0, 2.0, 3.0, 73.0, 72.0, 73.0, 73.0, 71.0, 70.0, 68.0, 70.0, 71.0, 72.0, 67.0, 72.0, 40.0, 6.0, 28.0, 1.0, 184.0, 80.0, 71.0, 68.0, 68.0, 68.0, 62.0, 80.0, 81.0, 54.0, 47.0, 49.0, 62.0, 66.0, 60.0, 60.0, 63.0, 81.0, 85.0, 81.0, 79.0, 79.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, guilherme, 53.0, 41.0, 40.0, 79.0, 1.0, 1.0, 57.0, 57.0, 52.0, 57.0, 58.0, 61.0, 60.0, 56.0, 58.0, 63.0, 63.0, 63.0, 79.0, 1.0, 34.0, 1.0, 195.0, 95.0, 57.0, 60.0, 46.0, 62.0, 65.0, 70.0, 77.0, 64.0, 50.0, 62.0, 61.0, 69.0, 73.0, 55.0, 45.0, 71.0, 69.0, 64.0, 85.0, 64.0, 6.0, 2.0, 85.0, 85.0, 84.0, 82.0, 87.0, 87.0
lokomotiv-moskva, n-medvedev, 53.0, 42.0, 40.0, 76.0, 2.0, 2.0, 52.0, 52.0, 48.0, 52.0, 51.0, 56.0, 54.0, 51.0, 51.0, 56.0, 57.0, 56.0, 68.0, 1.0, 25.0, 1.0, 192.0, 80.0, 59.0, 62.0, 48.0, 63.0, 61.0, 70.0, 75.0, 63.0, 51.0, 47.0, 59.0, 64.0, 67.0, 55.0, 50.0, 65.0, 59.0, 58.0, 81.0, 60.0, 4.0, 2.0, 75.0, 74.0, 77.0, 75.0, 76.0, 72.0
lokomotiv-moskva, a-kochenkov, 51.0, 42.0, 40.0, 70.0, 2.0, 2.0, 54.0, 54.0, 49.0, 54.0, 54.0, 58.0, 55.0, 52.0, 54.0, 59.0, 60.0, 59.0, 73.0, 1.0, 32.0, 1.0, 195.0, 83.0, 60.0, 58.0, 43.0, 67.0, 64.0, 70.0, 77.0, 62.0, 51.0, 58.0, 59.0, 64.0, 63.0, 55.0, 52.0, 69.0, 67.0, 61.0, 87.0, 60.0, 4.0, 2.0, 79.0, 76.0, 81.0, 74.0, 78.0, 84.0
lokomotiv-moskva, b-howedes, 67.0, 62.0, 63.0, 77.0, 2.0, 2.0, 72.0, 72.0, 70.0, 72.0, 71.0, 76.0, 72.0, 70.0, 71.0, 78.0, 81.0, 78.0, 40.0, 2.0, 31.0, 1.0, 187.0, 82.0, 68.0, 70.0, 61.0, 68.0, 85.0, 84.0, 84.0, 88.0, 83.0, 84.0, 67.0, 73.0, 69.0, 60.0, 67.0, 77.0, 75.0, 72.0, 85.0, 77.0, 6.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, v-corluka, 65.0, 65.0, 56.0, 75.0, 2.0, 3.0, 73.0, 72.0, 70.0, 73.0, 73.0, 78.0, 75.0, 72.0, 73.0, 80.0, 81.0, 80.0, 40.0, 2.0, 33.0, 1.0, 192.0, 84.0, 67.0, 74.0, 59.0, 72.0, 83.0, 83.0, 81.0, 85.0, 83.0, 83.0, 71.0, 77.0, 75.0, 62.0, 71.0, 76.0, 74.0, 68.0, 83.0, 80.0, 6.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, murilo, 60.0, 58.0, 45.0, 76.0, 2.0, 2.0, 69.0, 68.0, 63.0, 69.0, 69.0, 74.0, 71.0, 68.0, 69.0, 75.0, 75.0, 75.0, 40.0, 2.0, 22.0, 1.0, 187.0, 78.0, 70.0, 69.0, 61.0, 68.0, 79.0, 73.0, 74.0, 83.0, 83.0, 80.0, 67.0, 76.0, 73.0, 55.0, 63.0, 75.0, 73.0, 75.0, 82.0, 70.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, s-kverkvelia, 68.0, 63.0, 66.0, 75.0, 4.0, 3.0, 73.0, 72.0, 71.0, 73.0, 72.0, 76.0, 73.0, 72.0, 72.0, 79.0, 81.0, 79.0, 40.0, 2.0, 27.0, 1.0, 196.0, 87.0, 66.0, 70.0, 67.0, 67.0, 84.0, 85.0, 81.0, 85.0, 84.0, 85.0, 65.0, 73.0, 69.0, 55.0, 63.0, 79.0, 78.0, 73.0, 86.0, 79.0, 6.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, s-magkeev, 57.0, 55.0, 45.0, 70.0, 2.0, 3.0, 59.0, 58.0, 54.0, 59.0, 60.0, 63.0, 61.0, 58.0, 60.0, 64.0, 64.0, 64.0, 40.0, 2.0, 20.0, 1.0, 186.0, 76.0, 60.0, 62.0, 57.0, 64.0, 71.0, 74.0, 64.0, 72.0, 73.0, 72.0, 66.0, 70.0, 70.0, 61.0, 62.0, 68.0, 70.0, 62.0, 68.0, 71.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, b-idowu, 65.0, 67.0, 55.0, 73.0, 2.0, 3.0, 72.0, 72.0, 68.0, 72.0, 74.0, 73.0, 71.0, 69.0, 74.0, 75.0, 71.0, 75.0, 40.0, 2.0, 27.0, 1.0, 178.0, 77.0, 68.0, 69.0, 65.0, 70.0, 70.0, 70.0, 71.0, 70.0, 68.0, 70.0, 65.0, 73.0, 66.0, 59.0, 61.0, 83.0, 85.0, 88.0, 75.0, 82.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, m-rybus, 72.0, 73.0, 63.0, 81.0, 2.0, 3.0, 76.0, 75.0, 71.0, 76.0, 75.0, 76.0, 74.0, 74.0, 75.0, 76.0, 68.0, 76.0, 40.0, 2.0, 30.0, -1.0, 173.0, 75.0, 73.0, 75.0, 72.0, 75.0, 67.0, 60.0, 70.0, 65.0, 71.0, 67.0, 74.0, 76.0, 74.0, 75.0, 72.0, 77.0, 81.0, 80.0, 65.0, 80.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, m-lysov, 64.0, 70.0, 50.0, 73.0, 2.0, 2.0, 71.0, 71.0, 66.0, 71.0, 72.0, 72.0, 71.0, 69.0, 72.0, 74.0, 69.0, 74.0, 40.0, 2.0, 21.0, -1.0, 182.0, 72.0, 73.0, 72.0, 70.0, 70.0, 70.0, 73.0, 73.0, 70.0, 67.0, 67.0, 67.0, 72.0, 71.0, 61.0, 62.0, 78.0, 80.0, 81.0, 70.0, 79.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, d-zhivoglyadov, 64.0, 63.0, 60.0, 70.0, 2.0, 2.0, 69.0, 69.0, 65.0, 69.0, 69.0, 72.0, 69.0, 68.0, 69.0, 72.0, 67.0, 72.0, 40.0, 2.0, 25.0, 1.0, 178.0, 65.0, 63.0, 71.0, 68.0, 73.0, 68.0, 64.0, 67.0, 73.0, 68.0, 67.0, 75.0, 73.0, 72.0, 78.0, 77.0, 74.0, 76.0, 77.0, 66.0, 78.0, 4.0, 3.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, v-ignatyev, 71.0, 72.0, 60.0, 82.0, 3.0, 4.0, 76.0, 76.0, 72.0, 76.0, 76.0, 78.0, 76.0, 75.0, 76.0, 79.0, 74.0, 79.0, 40.0, 2.0, 32.0, 1.0, 180.0, 72.0, 74.0, 75.0, 71.0, 70.0, 75.0, 64.0, 73.0, 77.0, 78.0, 81.0, 70.0, 77.0, 72.0, 61.0, 70.0, 78.0, 82.0, 78.0, 70.0, 83.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, b-rotenberg, 58.0, 60.0, 45.0, 69.0, 2.0, 2.0, 61.0, 61.0, 57.0, 61.0, 62.0, 65.0, 63.0, 60.0, 62.0, 66.0, 66.0, 66.0, 40.0, 2.0, 33.0, 1.0, 188.0, 84.0, 62.0, 66.0, 57.0, 67.0, 71.0, 73.0, 64.0, 72.0, 70.0, 77.0, 65.0, 73.0, 66.0, 60.0, 62.0, 71.0, 73.0, 67.0, 74.0, 70.0, 4.0, 1.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, d-barinov, 68.0, 67.0, 57.0, 81.0, 3.0, 4.0, 74.0, 73.0, 70.0, 74.0, 74.0, 77.0, 74.0, 72.0, 74.0, 79.0, 78.0, 79.0, 40.0, 3.0, 23.0, 1.0, 179.0, 72.0, 68.0, 75.0, 67.0, 65.0, 80.0, 78.0, 82.0, 78.0, 79.0, 85.0, 69.0, 76.0, 70.0, 62.0, 66.0, 78.0, 78.0, 77.0, 76.0, 81.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, g-krychowiak, 72.0, 67.0, 65.0, 83.0, 2.0, 3.0, 74.0, 74.0, 73.0, 74.0, 74.0, 79.0, 75.0, 74.0, 74.0, 80.0, 81.0, 80.0, 40.0, 3.0, 29.0, 1.0, 186.0, 83.0, 65.0, 75.0, 63.0, 62.0, 83.0, 83.0, 82.0, 83.0, 82.0, 85.0, 72.0, 78.0, 80.0, 62.0, 68.0, 77.0, 78.0, 65.0, 86.0, 80.0, 6.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, a-kolomeytsev, 72.0, 69.0, 64.0, 82.0, 2.0, 3.0, 73.0, 72.0, 71.0, 73.0, 71.0, 76.0, 73.0, 73.0, 71.0, 74.0, 71.0, 74.0, 40.0, 4.0, 30.0, 1.0, 183.0, 78.0, 71.0, 75.0, 68.0, 65.0, 70.0, 67.0, 70.0, 71.0, 73.0, 71.0, 72.0, 78.0, 72.0, 68.0, 69.0, 74.0, 70.0, 66.0, 79.0, 80.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, n-titkov, 68.0, 64.0, 65.0, 74.0, 3.0, 3.0, 66.0, 66.0, 64.0, 66.0, 65.0, 67.0, 64.0, 65.0, 65.0, 67.0, 62.0, 67.0, 40.0, 4.0, 19.0, 1.0, 177.0, 67.0, 66.0, 67.0, 67.0, 65.0, 65.0, 62.0, 62.0, 64.0, 66.0, 72.0, 72.0, 69.0, 70.0, 74.0, 75.0, 68.0, 72.0, 67.0, 66.0, 68.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, d-kulikov, 65.0, 65.0, 58.0, 73.0, 2.0, 3.0, 63.0, 63.0, 60.0, 63.0, 63.0, 64.0, 63.0, 63.0, 63.0, 63.0, 57.0, 63.0, 40.0, 4.0, 21.0, 1.0, 178.0, 66.0, 69.0, 67.0, 65.0, 65.0, 60.0, 60.0, 62.0, 58.0, 58.0, 60.0, 69.0, 72.0, 71.0, 66.0, 68.0, 68.0, 71.0, 66.0, 65.0, 68.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, a-mironov, 66.0, 65.0, 60.0, 73.0, 2.0, 3.0, 66.0, 66.0, 63.0, 66.0, 66.0, 67.0, 67.0, 66.0, 66.0, 66.0, 58.0, 66.0, 40.0, 4.0, 19.0, 1.0, 175.0, 70.0, 72.0, 75.0, 70.0, 67.0, 59.0, 60.0, 63.0, 58.0, 55.0, 61.0, 71.0, 77.0, 71.0, 67.0, 68.0, 69.0, 72.0, 68.0, 64.0, 70.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, n-dorofeyev, 61.0, 60.0, 57.0, 67.0, 2.0, 2.0, 59.0, 58.0, 56.0, 59.0, 58.0, 59.0, 57.0, 57.0, 58.0, 59.0, 53.0, 59.0, 40.0, 4.0, 21.0, 1.0, 180.0, 70.0, 64.0, 67.0, 70.0, 64.0, 59.0, 63.0, 64.0, 54.0, 56.0, 59.0, 64.0, 66.0, 62.0, 61.0, 65.0, 67.0, 70.0, 69.0, 61.0, 68.0, 3.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, d-rybchinsky, 65.0, 64.0, 57.0, 73.0, 2.0, 2.0, 63.0, 63.0, 60.0, 63.0, 63.0, 65.0, 64.0, 63.0, 63.0, 63.0, 58.0, 63.0, 40.0, 4.0, 21.0, 1.0, 178.0, 64.0, 70.0, 71.0, 67.0, 64.0, 61.0, 61.0, 60.0, 64.0, 61.0, 60.0, 69.0, 75.0, 68.0, 63.0, 68.0, 67.0, 72.0, 68.0, 62.0, 67.0, 4.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
lokomotiv-moskva, a-miranchuk, 77.0, 77.0, 72.0, 83.0, 1.0, 3.0, 82.0, 81.0, 79.0, 82.0, 81.0, 82.0, 81.0, 81.0, 81.0, 80.0, 71.0, 80.0, 40.0, 5.0, 24.0, -1.0, 182.0, 74.0, 83.0, 81.0, 81.0, 76.0, 63.0, 66.0, 71.0, 59.0, 54.0, 66.0, 79.0, 81.0, 80.0, 79.0, 77.0, 78.0, 83.0, 77.0, 74.0, 78.0, 5.0, 2.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
